Population,ID_Nr,Latitude,Longitude,Year_start,Year_end,Locus,Allele1_fz,Allele2_fz,Allele3_fz,Allele4_fz,Allele5_fz,2n
Glen_Elgin,15A,-24.620,149.190,1972,1996,Est-2,0.327,0.321,0.167,0.179,0.006,162
Glen_Elgin,15B,-24.620,149.190,1972,1996,Est-2,0.297,0.246,0.169,0.288,0.000,118
Glen_Elgin,15C,-24.620,149.190,1972,1996,Est-2,0.365,0.365,0.176,0.095,0.000,74
Glen_Elgin,15D,-24.620,149.190,1972,1996,Est-2,0.263,0.392,0.129,0.216,0.000,278
Planet_Downs,51A,-24.630,149.030,1972,1996,Est-2,0.409,0.439,0.045,0.106,0.000,66
Planet_Downs,51B,-24.630,149.030,1972,1996,Est-2,0.425,0.358,0.139,0.075,0.003,388
Theodore,18A,-25.023,150.044,1972,1996,Est-2,0.318,0.182,0.159,0.341,0.000,44
Theodore,18B,-25.023,150.044,1972,1996,Est-2,0.416,0.312,0.092,0.180,0.000,250
Theodore,18C,-25.023,150.044,1972,1996,Est-2,0.439,0.342,0.129,0.086,0.004,456
Isla_Gorge,72,-25.247,149.941,1972,1996,Est-2,0.404,0.333,0.158,0.088,0.018,114
Bulloo_Lakes,25,-25.590,144.600,1972,1996,Est-2,0.357,0.375,0.107,0.161,0.000,56
Telegraph_Plains,67,-25.669,149.832,1972,1996,Est-2,0.430,0.357,0.130,0.081,0.002,454
Injune,14,-25.754,148.656,1972,1996,Est-2,0.355,0.276,0.125,0.243,0.000,152
Injune_Creek,66A,-25.900,148.548,1972,1996,Est-2,0.475,0.337,0.119,0.066,0.002,528
Injune_Creek,66B,-25.900,148.548,1972,1996,Est-2,0.371,0.314,0.157,0.157,0.000,70
Morven,50A,-26.380,147.230,1972,1996,Est-2,0.310,0.440,0.071,0.179,0.000,84
Morven,50B,-26.380,147.230,1972,1996,Est-2,0.353,0.315,0.210,0.122,0.000,286
Angellala,26,-26.400,146.870,1972,1996,Est-2,0.399,0.354,0.101,0.146,0.000,158
Charleville,24A,-26.400,146.250,1972,1996,Est-2,0.348,0.370,0.022,0.239,0.022,46
Charleville,24B,-26.400,146.250,1972,1996,Est-2,0.527,0.163,0.174,0.136,0.000,184
Mungallala,27,-26.450,147.640,1972,1996,Est-2,0.392,0.296,0.113,0.199,0.000,186
Roma,7A,-26.454,148.795,1972,1996,Est-2,0.328,0.309,0.147,0.216,0.000,204
Roma,7B,-26.454,148.795,1972,1996,Est-2,0.300,0.406,0.090,0.194,0.010,310
Roma,7C,-26.454,148.795,1972,1996,Est-2,0.369,0.347,0.108,0.170,0.006,176
Roma,7D,-26.454,148.795,1972,1996,Est-2,0.312,0.288,0.139,0.260,0.000,208
Roma,7E,-26.454,148.795,1972,1996,Est-2,0.482,0.249,0.090,0.177,0.003,334
Jackson,28,-26.644,149.620,1972,1996,Est-2,0.398,0.349,0.091,0.161,0.000,186
Chinchilla,33A,-26.803,150.725,1972,1996,Est-2,0.419,0.288,0.072,0.221,0.000,222
Chinchilla,33B,-26.803,150.725,1972,1996,Est-2,0.401,0.332,0.124,0.139,0.004,274
Murweh,23,-27.000,145.960,1972,1996,Est-2,0.429,0.286,0.143,0.143,0.000,14
Dalby,29,-27.120,151.110,1972,1996,Est-2,0.416,0.312,0.084,0.188,0.000,154
Deception_Bay,35,-27.200,153.040,1972,1996,Est-2,0.246,0.303,0.197,0.254,0.000,142
Hemmant,31A,-27.435,153.131,1972,1996,Est-2,0.445,0.200,0.186,0.168,0.000,220
Hemmant,31B,-27.435,153.131,1972,1996,Est-2,0.434,0.238,0.169,0.156,0.003,302
Hemmant,31C,-27.435,153.131,1972,1996,Est-2,0.490,0.216,0.147,0.147,0.000,102
Hemmant,31D,-27.435,153.131,1972,1996,Est-2,0.458,0.344,0.156,0.042,0.000,192
Hemmant,31E,-27.435,153.131,1972,1996,Est-2,0.534,0.248,0.171,0.047,0.000,1612
Hemmant,31F,-27.435,153.131,1972,1996,Est-2,0.470,0.298,0.182,0.047,0.002,1911
Hemmant,31G,-27.435,153.131,1972,1996,Est-2,0.471,0.302,0.180,0.046,0.002,656
Hemmant,31H,-27.435,153.131,1972,1996,Est-2,0.469,0.269,0.185,0.077,0.000,260
Hemmant,31I,-27.435,153.131,1972,1996,Est-2,0.529,0.194,0.202,0.071,0.004,480
Donga_Creek,13,-27.511,148.838,1972,1996,Est-2,0.398,0.307,0.139,0.157,0.000,274
Borallon,19A,-27.524,152.699,1972,1996,Est-2,0.442,0.212,0.173,0.154,0.019,52
Borallon,19B,-27.524,152.699,1972,1996,Est-2,0.376,0.444,0.079,0.101,0.000,178
Toowoomba,8,-27.540,151.900,1972,1996,Est-2,0.389,0.341,0.101,0.168,0.000,208
Yarmouth,22,-27.560,146.250,1972,1996,Est-2,0.327,0.327,0.173,0.173,0.000,110
Moreton,34,-27.653,152.750,1972,1996,Est-2,0.386,0.327,0.104,0.183,0.000,202
Grandchester_Hill,56,-27.671,152.449,1972,1996,Est-2,0.351,0.404,0.106,0.139,0.000,208
Grandchester,30A,-27.678,152.445,1972,1996,Est-2,0.335,0.411,0.133,0.120,0.000,158
Grandchester,30B,-27.678,152.445,1972,1996,Est-2,0.414,0.393,0.112,0.081,0.000,1152
Warwick,57A,-28.247,152.019,1972,1996,Est-2,0.286,0.440,0.167,0.107,0.000,84
Warwick,57B,-28.247,152.019,1972,1996,Est-2,0.370,0.378,0.130,0.122,0.000,230
Moonie_Ponds,12A,-28.437,148.838,1972,1996,Est-2,0.392,0.351,0.155,0.095,0.007,148
Moonie_Ponds,12B,-28.437,148.838,1972,1996,Est-2,0.387,0.323,0.089,0.202,0.000,124
Burraweeda,65,-28.830,149.323,1972,1996,Est-2,0.374,0.403,0.126,0.088,0.009,452
Borah,71,-28.922,149.395,1972,1996,Est-2,0.362,0.370,0.138,0.130,0.000,138
Cleveland_East,10,-29.159,148.897,1972,1996,Est-2,0.439,0.265,0.143,0.153,0.000,98
Cleveland_West,11,-29.159,148.898,1972,1996,Est-2,0.219,0.531,0.156,0.094,0.000,96
Palmers_Is,64A,-29.420,153.300,1972,1996,Est-2,0.446,0.165,0.319,0.070,0.000,498
Palmers_Is,64B,-29.420,153.300,1972,1996,Est-2,0.552,0.324,0.060,0.064,0.000,250
Terry_Hie_Hie,21,-29.793,150.150,1972,1996,Est-2,0.301,0.477,0.034,0.188,0.000,176
Metz_Gorge,70A,-30.579,151.889,1972,1996,Est-2,0.238,0.444,0.111,0.198,0.008,126
Metz_Gorge,70B,-30.579,151.889,1972,1996,Est-2,0.415,0.476,0.065,0.045,0.000,246
Metz_Gorge,70C,-30.579,151.889,1972,1996,Est-2,0.542,0.372,0.059,0.027,0.000,624
Metz_Gorge,70D,-30.579,151.889,1972,1996,Est-2,0.395,0.469,0.105,0.031,0.000,228
Metz_Gorge,70E,-30.579,151.889,1972,1996,Est-2,0.402,0.407,0.172,0.020,0.000,204
Metz_Gorge,70F,-30.579,151.889,1972,1996,Est-2,0.400,0.421,0.137,0.043,0.000,658
Metz_Gorge,70G,-30.579,151.889,1972,1996,Est-2,0.464,0.427,0.091,0.017,0.000,646
Metz_Gorge,70H,-30.579,151.889,1972,1996,Est-2,0.379,0.518,0.091,0.013,0.000,396
Metz_Gorge,70I,-30.579,151.889,1972,1996,Est-2,0.457,0.429,0.066,0.048,0.000,876
Metz_Gorge,70J,-30.579,151.889,1972,1996,Est-2,0.426,0.434,0.070,0.070,0.000,258
Metz_Gorge,70K,-30.579,151.889,1972,1996,Est-2,0.442,0.473,0.022,0.062,0.000,224
Metz_Gorge,70L,-30.579,151.889,1972,1996,Est-2,0.415,0.236,0.186,0.163,0.000,258
Metz_Gorge,70M,-30.579,151.889,1972,1996,Est-2,0.418,0.275,0.192,0.115,0.000,182
Kenebri,6A,-30.750,149.020,1972,1996,Est-2,0.485,0.263,0.101,0.152,0.000,198
Kenebri,6B,-30.750,149.020,1972,1996,Est-2,0.465,0.212,0.106,0.217,0.000,198
Kenebri,6C,-30.750,149.020,1972,1996,Est-2,0.372,0.222,0.132,0.274,0.000,234
Kenebri,6D,-30.750,149.020,1972,1996,Est-2,0.422,0.312,0.117,0.148,0.000,128
Kenebri,6E,-30.750,149.020,1972,1996,Est-2,0.380,0.269,0.095,0.252,0.004,242
Tamworth,20,-31.080,151.100,1972,1996,Est-2,0.464,0.239,0.174,0.123,0.000,138
Warrawong,9,-31.250,148.870,1972,1996,Est-2,0.303,0.342,0.118,0.237,0.000,76
Breeza,61A,-31.250,150.450,1972,1996,Est-2,0.337,0.445,0.102,0.116,0.000,744
Breeza,61B,-31.250,150.450,1972,1996,Est-2,0.313,0.377,0.132,0.177,0.000,750
Breeza,61C,-31.250,150.450,1972,1996,Est-2,0.312,0.379,0.194,0.109,0.006,340
Trinkey,68A,-31.350,149.950,1972,1996,Est-2,0.338,0.316,0.202,0.138,0.005,376
Trinkey,68B,-31.350,149.950,1972,1996,Est-2,0.355,0.396,0.124,0.119,0.005,394
Trinkey,68C,-31.350,149.950,1972,1996,Est-2,0.394,0.367,0.117,0.120,0.003,368
Trinkey,68D,-31.350,149.950,1972,1996,Est-2,0.426,0.343,0.129,0.089,0.014,350
Trinkey,68E,-31.350,149.950,1972,1996,Est-2,0.371,0.358,0.132,0.134,0.005,372
Trinkey,68F,-31.350,149.950,1972,1996,Est-2,0.375,0.368,0.157,0.096,0.004,722
Trinkey,68G,-31.350,149.950,1972,1996,Est-2,0.441,0.301,0.166,0.089,0.003,392
O'Hara,59A,-32.430,150.650,1972,1996,Est-2,0.258,0.356,0.131,0.250,0.004,236
O'Hara,59B,-32.430,150.650,1972,1996,Est-2,0.301,0.360,0.118,0.221,0.000,136
O'Hara,59C,-32.430,150.650,1972,1996,Est-2,0.412,0.265,0.147,0.176,0.000,34
O'Hara,59D,-32.430,150.650,1972,1996,Est-2,0.394,0.254,0.126,0.220,0.007,414
O'Hara,59E,-32.430,150.650,1972,1996,Est-2,0.382,0.319,0.160,0.139,0.000,144
O'Hara,59F,-32.430,150.650,1972,1996,Est-2,0.345,0.265,0.196,0.194,0.000,510
O'Hara,59G,-32.430,150.650,1972,1996,Est-2,0.342,0.277,0.139,0.243,0.000,202
O'Hara,59H,-32.430,150.650,1972,1996,Est-2,0.359,0.274,0.168,0.196,0.003,368
O'Hara,59I,-32.430,150.650,1972,1996,Est-2,0.254,0.553,0.111,0.082,0.000,244
O'Hara,59J,-32.430,150.650,1972,1996,Est-2,0.336,0.379,0.124,0.159,0.003,372
O'Hara,59K,-32.430,150.650,1972,1996,Est-2,0.360,0.409,0.077,0.148,0.005,364
Cox,60A,-32.460,150.680,1972,1996,Est-2,0.386,0.353,0.041,0.221,0.000,638
Cox,60B,-32.460,150.680,1972,1996,Est-2,0.265,0.309,0.108,0.318,0.000,1026
Cox,60C,-32.460,150.680,1972,1996,Est-2,0.270,0.243,0.112,0.375,0.001,1150
Cox,60D,-32.460,150.680,1972,1996,Est-2,0.366,0.220,0.183,0.230,0.000,322
Cox,60E,-32.460,150.680,1972,1996,Est-2,0.392,0.324,0.200,0.084,0.000,380
Cox,60F,-32.460,150.680,1972,1996,Est-2,0.216,0.353,0.120,0.311,0.000,694
Cox,60G,-32.460,150.680,1972,1996,Est-2,0.375,0.344,0.000,0.250,0.031,32
Cox,60H,-32.460,150.680,1972,1996,Est-2,0.270,0.383,0.135,0.212,0.000,222
Yarrawonga,5A,-32.490,150.600,1972,1996,Est-2,0.278,0.344,0.261,0.117,0.000,180
Yarrawonga,5AA,-32.490,150.600,1972,1996,Est-2,0.337,0.307,0.111,0.245,0.000,1050
Yarrawonga,5B,-32.490,150.600,1972,1996,Est-2,0.314,0.323,0.100,0.263,0.000,678
Yarrawonga,5BB,-32.490,150.600,1972,1996,Est-2,0.315,0.346,0.147,0.191,0.001,1682
Yarrawonga,5C,-32.490,150.600,1972,1996,Est-2,0.264,0.282,0.112,0.343,0.000,966
Yarrawonga,5CC,-32.490,150.600,1972,1996,Est-2,0.327,0.318,0.112,0.242,0.000,330
Yarrawonga,5D,-32.490,150.600,1972,1996,Est-2,0.270,0.281,0.104,0.345,0.000,374
Yarrawonga,5DD,-32.490,150.600,1972,1996,Est-2,0.344,0.282,0.168,0.206,0.000,262
Yarrawonga,5E,-32.490,150.600,1972,1996,Est-2,0.255,0.336,0.100,0.309,0.000,110
Yarrawonga,5EE,-32.490,150.600,1972,1996,Est-2,0.371,0.257,0.157,0.214,0.000,70
Yarrawonga,5F,-32.490,150.600,1972,1996,Est-2,0.303,0.287,0.110,0.299,0.000,254
Yarrawonga,5FF,-32.490,150.600,1972,1996,Est-2,0.339,0.315,0.161,0.185,0.000,124
Yarrawonga,5G,-32.490,150.600,1972,1996,Est-2,0.242,0.307,0.124,0.326,0.000,322
Yarrawonga,5GG,-32.490,150.600,1972,1996,Est-2,0.244,0.339,0.117,0.300,0.000,180
Yarrawonga,5H,-32.490,150.600,1972,1996,Est-2,0.216,0.379,0.068,0.337,0.000,190
Yarrawonga,5HH,-32.490,150.600,1972,1996,Est-2,0.337,0.371,0.080,0.212,0.000,1338
Yarrawonga,5I,-32.490,150.600,1972,1996,Est-2,0.179,0.367,0.104,0.350,0.000,240
Yarrawonga,5II,-32.490,150.600,1972,1996,Est-2,0.338,0.370,0.080,0.213,0.000,2228
Yarrawonga,5J,-32.490,150.600,1972,1996,Est-2,0.265,0.309,0.100,0.326,0.000,1528
Yarrawonga,5JJ,-32.490,150.600,1972,1996,Est-2,0.349,0.348,0.076,0.226,0.000,2092
Yarrawonga,5K,-32.490,150.600,1972,1996,Est-2,0.310,0.279,0.141,0.269,0.000,728
Yarrawonga,5KK,-32.490,150.600,1972,1996,Est-2,0.372,0.259,0.124,0.244,0.000,266
Yarrawonga,5L,-32.490,150.600,1972,1996,Est-2,0.346,0.271,0.118,0.263,0.002,1208
Yarrawonga,5LL,-32.490,150.600,1972,1996,Est-2,0.346,0.290,0.143,0.221,0.000,1022
Yarrawonga,5M,-32.490,150.600,1972,1996,Est-2,0.316,0.312,0.128,0.242,0.001,772
Yarrawonga,5MM,-32.490,150.600,1972,1996,Est-2,0.319,0.317,0.118,0.246,0.000,1656
Yarrawonga,5N,-32.490,150.600,1972,1996,Est-2,0.266,0.336,0.102,0.297,0.000,128
Yarrawonga,5NN,-32.490,150.600,1972,1996,Est-2,0.307,0.310,0.125,0.257,0.000,1084
Yarrawonga,5O,-32.490,150.600,1972,1996,Est-2,0.382,0.266,0.125,0.225,0.002,552
Yarrawonga,5OO,-32.490,150.600,1972,1996,Est-2,0.306,0.339,0.158,0.197,0.000,310
Yarrawonga,5P,-32.490,150.600,1972,1996,Est-2,0.452,0.269,0.086,0.193,0.001,888
Yarrawonga,5PP,-32.490,150.600,1972,1996,Est-2,0.354,0.341,0.116,0.189,0.000,164
Yarrawonga,5Q,-32.490,150.600,1972,1996,Est-2,0.418,0.218,0.076,0.288,0.000,170
Yarrawonga,5QQ,-32.490,150.600,1972,1996,Est-2,0.354,0.402,0.110,0.134,0.000,82
Yarrawonga,5R,-32.490,150.600,1972,1996,Est-2,0.361,0.243,0.062,0.333,0.000,144
Yarrawonga,5RR,-32.490,150.600,1972,1996,Est-2,0.352,0.331,0.155,0.162,0.000,142
Yarrawonga,5S,-32.490,150.600,1972,1996,Est-2,0.281,0.312,0.109,0.297,0.000,64
Yarrawonga,5SS,-32.490,150.600,1972,1996,Est-2,0.325,0.325,0.141,0.208,0.000,1530
Yarrawonga,5T,-32.490,150.600,1972,1996,Est-2,0.500,0.222,0.111,0.167,0.000,18
Yarrawonga,5TT,-32.490,150.600,1972,1996,Est-2,0.324,0.324,0.133,0.212,0.007,278
Yarrawonga,5U,-32.490,150.600,1972,1996,Est-2,0.341,0.205,0.250,0.205,0.000,44
Yarrawonga,5UU,-32.490,150.600,1972,1996,Est-2,0.354,0.309,0.133,0.204,0.000,656
Yarrawonga,5V,-32.490,150.600,1972,1996,Est-2,0.357,0.305,0.105,0.233,0.000,210
Yarrawonga,5VV,-32.490,150.600,1972,1996,Est-2,0.347,0.343,0.162,0.148,0.000,3300
Yarrawonga,5W,-32.490,150.600,1972,1996,Est-2,0.353,0.280,0.118,0.249,0.001,1888
Yarrawonga,5X,-32.490,150.600,1972,1996,Est-2,0.348,0.333,0.091,0.227,0.000,264
Yarrawonga,5Y,-32.490,150.600,1972,1996,Est-2,0.257,0.500,0.143,0.100,0.000,70
Yarrawonga,5Z,-32.490,150.600,1972,1996,Est-2,0.339,0.435,0.065,0.161,0.000,186
Woodlands_Hill,4B,-32.500,150.783,1972,1996,Est-2, , , , NA, NA,0
Woodlands_Hill,4C,-32.500,150.783,1972,1996,Est-2,0.305,0.214,0.227,0.253,0.000,154
Warkworth,3B,-32.567,151.017,1972,1996,Est-2,0.308,0.243,0.238,0.210,0.000,214
Warkworth,3C,-32.567,151.017,1972,1996,Est-2,0.236,0.291,0.176,0.297,0.000,148
Warkworth,3D,-32.567,151.017,1972,1996,Est-2,0.362,0.242,0.132,0.264,0.000,318
Warkworth,3E,-32.567,151.017,1972,1996,Est-2,0.317,0.274,0.135,0.274,0.000,208
Lady_Jane_Beach,58,-33.833,151.300,1972,1996,Est-2,0.000,0.523,0.314,0.163,0.000,86
Cobbity,2,-34.017,150.667,1972,1996,Est-2,0.177,0.484,0.242,0.098,0.000,368
Cawdor,1,-34.100,150.667,1972,1996,Est-2,0.107,0.348,0.444,0.101,0.000,178
Mildura,48,-34.217,142.150,1972,1996,Est-2,0.362,0.095,0.440,0.103,0.000,116
"Block_598,_Cardross",43,-34.300,142.150,1972,1996,Est-2,0.331,0.368,0.241,0.060,0.000,266
Cardross_Reserve,44,-34.300,142.167,1972,1996,Est-2,0.386,0.279,0.255,0.076,0.002,458
"Cureton_Ave,_Sunnycliffs",47,-34.300,142.200,1972,1996,Est-2,0.326,0.407,0.151,0.116,0.000,86
"Block_575,_Cardross",42,-34.317,142.133,1972,1996,Est-2,0.253,0.307,0.247,0.193,0.000,150
"Block_260,_Sunnycliffs",45,-34.317,142.183,1972,1996,Est-2,0.384,0.239,0.304,0.070,0.002,414
"Block_270,_Sunnycliffs",46,-34.317,142.200,1972,1996,Est-2,0.394,0.340,0.043,0.223,0.000,94
Parafield,62,-34.800,138.650,1972,1996,Est-2,0.451,0.320,0.117,0.112,0.000,206
Pooraka,49,-34.817,138.117,1972,1996,Est-2,0.235,0.618,0.132,0.015,0.000,68
Wood_Wood,41,-35.117,143.350,1972,1996,Est-2,0.251,0.284,0.353,0.112,0.000,402
Dead_Horse_Lane,40,-35.367,143.550,1972,1996,Est-2,0.263,0.585,0.144,0.008,0.000,118
Bulla,63A,-37.654,144.769,1972,1996,Est-2,0.624,0.210,0.140,0.026,0.000,386
Bulla,63B,-37.654,144.769,1972,1996,Est-2,0.596,0.160,0.207,0.037,0.000,512
Bulla,63C,-37.654,144.769,1972,1996,Est-2,0.529,0.143,0.157,0.171,0.000,70
Mackay,36,-21.170,149.220,1972,1996,Hex,0.917,0.083,,,,24
Nth_Keppel_Is.,54A,-23.090,150.870,1972,1996,Hex,0.854,0.146,,,,240
Nth_Keppel_Is.,54B,-23.090,150.870,1972,1996,Hex,0.864,0.136,,,,140
Mulambin_Beach,55A,-23.188,150.789,1972,1996,Hex,0.789,0.211,,,,76
Mulambin_Beach,55B,-23.188,150.789,1972,1996,Hex,0.812,0.188,,,,154
Emu_Park,32A,-23.240,150.840,1972,1996,Hex,0.847,0.153,,,,190
Emu_Park,32B,-23.240,150.840,1972,1996,Hex,0.722,0.278,,,,18
Masthead_Is.,69,-23.540,151.730,1972,1996,Hex,0.795,0.205,,,,78
Westwood,16A,-23.647,150.149,1972,1996,Hex,0.958,0.042,,,,48
Westwood,16B,-23.647,150.149,1972,1996,Hex,0.840,0.160,,,,188
Westwood,16C,-23.647,150.149,1972,1996,Hex,0.894,0.106,,,,66
Westwood,16D,-23.647,150.149,1972,1996,Hex,0.849,0.151,,,,106
Dixalea,17A,-23.928,150.284,1972,1996,Hex,0.955,0.045,,,,44
Dixalea,17C,-23.928,150.284,1972,1996,Hex,0.845,0.155,,,,174
Glen_Elgin,15A,-24.620,149.190,1972,1996,Hex,0.884,0.116,,,,164
Glen_Elgin,15B,-24.620,149.190,1972,1996,Hex,0.864,0.136,,,,118
Glen_Elgin,15C,-24.620,149.190,1972,1996,Hex,0.850,0.150,,,,80
Glen_Elgin,15D,-24.620,149.190,1972,1996,Hex,0.813,0.187,,,,278
Planet_Downs,51A,-24.630,149.030,1972,1996,Hex,0.794,0.206,,,,68
Planet_Downs,51B,-24.630,149.030,1972,1996,Hex,0.832,0.168,,,,256
Theodore,18A,-25.023,150.044,1972,1996,Hex,0.833,0.167,,,,42
Theodore,18B,-25.023,150.044,1972,1996,Hex,0.836,0.164,,,,250
Theodore,18C,-25.023,150.044,1972,1996,Hex,0.832,0.168,,,,256
Isla_Gorge,72,-25.247,149.941,1972,1996,Hex,0.845,0.155,,,,110
Bulloo_Lakes,25,-25.590,144.600,1972,1996,Hex,0.827,0.173,,,,52
Telegraph_Plains,67,-25.669,149.832,1972,1996,Hex,0.797,0.203,,,,192
Injune,14,-25.754,148.656,1972,1996,Hex,0.935,0.065,,,,154
Injune_Creek,66A,-25.900,148.548,1972,1996,Hex,0.750,0.250,,,,236
Injune_Creek,66B,-25.900,148.548,1972,1996,Hex,0.735,0.265,,,,68
Morven,50A,-26.380,147.230,1972,1996,Hex,0.833,0.167,,,,84
Morven,50B,-26.380,147.230,1972,1996,Hex,0.667,0.333,,,,276
Angellala,26,-26.400,146.870,1972,1996,Hex,0.924,0.076,,,,158
Charleville,24A,-26.400,146.250,1972,1996,Hex,0.920,0.080,,,,50
Charleville,24B,-26.400,146.250,1972,1996,Hex,0.726,0.274,,,,186
Mungallala,27,-26.450,147.640,1972,1996,Hex,0.957,0.043,,,,186
Roma,7A,-26.454,148.795,1972,1996,Hex,0.937,0.063,,,,254
Roma,7B,-26.454,148.795,1972,1996,Hex,0.846,0.154,,,,306
Roma,7C,-26.454,148.795,1972,1996,Hex,0.916,0.084,,,,178
Roma,7D,-26.454,148.795,1972,1996,Hex,0.846,0.154,,,,208
Roma,7E,-26.454,148.795,1972,1996,Hex,0.879,0.121,,,,348
Jackson,28,-26.644,149.620,1972,1996,Hex,0.855,0.145,,,,186
Chinchilla,33A,-26.803,150.725,1972,1996,Hex,0.851,0.149,,,,222
Chinchilla,33B,-26.803,150.725,1972,1996,Hex, , ,,,,0
Murweh,23,-27.000,145.960,1972,1996,Hex,0.929,0.071,,,,14
Dalby,29,-27.120,151.110,1972,1996,Hex,0.904,0.096,,,,156
Deception_Bay,35,-27.200,153.040,1972,1996,Hex,0.840,0.160,,,,144
Hemmant,31A,-27.435,153.131,1972,1996,Hex,0.941,0.059,,,,186
Hemmant,31B,-27.435,153.131,1972,1996,Hex,0.947,0.053,,,,318
Hemmant,31C,-27.435,153.131,1972,1996,Hex,0.951,0.049,,,,102
Hemmant,31D,-27.435,153.131,1972,1996,Hex,0.923,0.077,,,,196
Hemmant,31E,-27.435,153.131,1972,1996,Hex,0.919,0.081,,,,1612
Hemmant,31F,-27.435,153.131,1972,1996,Hex,0.939,0.061,,,,1924
Hemmant,31G,-27.435,153.131,1972,1996,Hex, , ,,,,0
Hemmant,31H,-27.435,153.131,1972,1996,Hex, , ,,,,0
Hemmant,31I,-27.435,153.131,1972,1996,Hex,0.963,0.037,,,,490
Donga_Creek,13,-27.511,148.838,1972,1996,Hex,0.879,0.121,,,,306
Borallon,19A,-27.524,152.699,1972,1996,Hex,0.865,0.135,,,,52
Borallon,19B,-27.524,152.699,1972,1996,Hex,0.889,0.111,,,,180
Toowoomba,8,-27.540,151.900,1972,1996,Hex,0.946,0.054,,,,424
Yarmouth,22,-27.560,146.250,1972,1996,Hex,0.900,0.100,,,,110
Moreton,34,-27.653,152.750,1972,1996,Hex,0.861,0.139,,,,202
Grandchester_Hill,56,-27.671,152.449,1972,1996,Hex,0.875,0.125,,,,208
Grandchester,30A,-27.678,152.445,1972,1996,Hex,0.932,0.068,,,,162
Grandchester,30B,-27.678,152.445,1972,1996,Hex,0.890,0.110,,,,1154
Warwick,57A,-28.247,152.019,1972,1996,Hex,0.893,0.107,,,,84
Warwick,57B,-28.247,152.019,1972,1996,Hex, , ,,,,0
Moonie_Ponds,12A,-28.437,148.838,1972,1996,Hex,0.887,0.112,,,,160
Moonie_Ponds,12B,-28.437,148.838,1972,1996,Hex,0.863,0.137,,,,124
Burraweeda,65,-28.830,149.323,1972,1996,Hex,0.762,0.238,,,,260
Borah,71,-28.922,149.395,1972,1996,Hex,0.845,0.155,,,,142
Cleveland_East,10,-29.159,148.897,1972,1996,Hex,0.862,0.138,,,,94
Cleveland_West,11,-29.159,148.898,1972,1996,Hex,0.902,0.098,,,,92
Palmers_Is,64A,-29.420,153.300,1972,1996,Hex,0.916,0.084,,,,526
Palmers_Is,64B,-29.420,153.300,1972,1996,Hex,0.783,0.217,,,,244
Terry_Hie_Hie,21,-29.793,150.150,1972,1996,Hex,0.922,0.078,,,,180
Metz_Gorge,70A,-30.579,151.889,1972,1996,Hex,0.556,0.444,,,,124
Metz_Gorge,70B,-30.579,151.889,1972,1996,Hex,0.646,0.354,,,,246
Metz_Gorge,70C,-30.579,151.889,1972,1996,Hex,0.699,0.301,,,,544
Metz_Gorge,70D,-30.579,151.889,1972,1996,Hex,0.732,0.268,,,,224
Metz_Gorge,70E,-30.579,151.889,1972,1996,Hex,0.680,0.320,,,,200
Metz_Gorge,70F,-30.579,151.889,1972,1996,Hex,0.697,0.303,,,,656
Metz_Gorge,70G,-30.579,151.889,1972,1996,Hex,0.754,0.246,,,,778
Metz_Gorge,70H,-30.579,151.889,1972,1996,Hex,0.791,0.209,,,,392
Metz_Gorge,70I,-30.579,151.889,1972,1996,Hex,0.786,0.214,,,,1270
Metz_Gorge,70J,-30.579,151.889,1972,1996,Hex,0.750,0.250,,,,256
Metz_Gorge,70K,-30.579,151.889,1972,1996,Hex,0.838,0.162,,,,222
Metz_Gorge,70L,-30.579,151.889,1972,1996,Hex,0.687,0.313,,,,262
Metz_Gorge,70M,-30.579,151.889,1972,1996,Hex,0.868,0.132,,,,182
Kenebri,6A,-30.750,149.020,1972,1996,Hex,0.945,0.055,,,,254
Kenebri,6B,-30.750,149.020,1972,1996,Hex,0.848,0.152,,,,198
Kenebri,6C,-30.750,149.020,1972,1996,Hex,0.932,0.068,,,,236
Kenebri,6D,-30.750,149.020,1972,1996,Hex,0.908,0.092,,,,130
Kenebri,6E,-30.750,149.020,1972,1996,Hex,0.818,0.182,,,,242
Tamworth,20,-31.080,151.100,1972,1996,Hex,0.971,0.029,,,,140
Warrawong,9,-31.250,148.870,1972,1996,Hex,0.868,0.132,,,,76
Breeza,61A,-31.250,150.450,1972,1996,Hex,0.795,0.205,,,,738
Breeza,61B,-31.250,150.450,1972,1996,Hex,0.816,0.184,,,,724
Breeza,61C,-31.250,150.450,1972,1996,Hex, , ,,,,0
Trinkey,68A,-31.350,149.950,1972,1996,Hex,0.729,0.271,,,,406
Trinkey,68B,-31.350,149.950,1972,1996,Hex,0.783,0.217,,,,392
Trinkey,68C,-31.350,149.950,1972,1996,Hex,0.793,0.207,,,,382
Trinkey,68D,-31.350,149.950,1972,1996,Hex,0.792,0.208,,,,370
Trinkey,68E,-31.350,149.950,1972,1996,Hex,0.735,0.265,,,,388
Trinkey,68F,-31.350,149.950,1972,1996,Hex,0.748,0.252,,,,722
Trinkey,68G,-31.350,149.950,1972,1996,Hex,0.853,0.147,,,,368
O'Hara,59A,-32.430,150.650,1972,1996,Hex,0.857,0.143,,,,238
O'Hara,59B,-32.430,150.650,1972,1996,Hex,0.849,0.151,,,,126
O'Hara,59C,-32.430,150.650,1972,1996,Hex,0.769,0.231,,,,26
